Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,new_feature
2446,CA-2017-146934,22/05/2017,27/05/2017,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Passaic,New Jersey,7055.0,East,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,257.98,9501.0
2447,CA-2016-100573,25/09/2016,01/10/2016,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Los Angeles,California,90004.0,West,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",17.48,92451.0
2448,CA-2017-119165,31/10/2017,06/11/2017,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,492.835,21591.0
2449,CA-2016-128027,14/09/2016,17/09/2016,Second Class,CM-12385,Christopher Martinez,Consumer,United States,North Charleston,South Carolina,29406.0,South,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,269.49,31855.0
2450,CA-2017-140207,05/11/2017,10/11/2017,Standard Class,CS-12400,Christopher Schild,Home Office,United States,San Jose,California,95123.0,West,OFF-BI-10003963,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,29.12,97573.0
2451,CA-2018-140949,17/03/2018,22/03/2018,Second Class,DB-13405,Denny Blanton,Consumer,United States,New York City,New York,10011.0,East,OFF-LA-10000081,Office Supplies,Labels,Avery 496,18.75,12462.0
2452,CA-2018-140949,17/03/2018,22/03/2018,Second Class,DB-13405,Denny Blanton,Consumer,United States,New York City,New York,10011.0,East,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,119.7,12463.0
2453,CA-2018-140949,17/03/2018,22/03/2018,Second Class,DB-13405,Denny Blanton,Consumer,United States,New York City,New York,10011.0,East,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",9.144,12464.0
2454,CA-2018-140949,17/03/2018,22/03/2018,Second Class,DB-13405,Denny Blanton,Consumer,United States,New York City,New York,10011.0,East,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,57.06,12465.0
2455,CA-2018-140949,17/03/2018,22/03/2018,Second Class,DB-13405,Denny Blanton,Consumer,United States,New York City,New York,10011.0,East,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,71.6,12466.0
2456,CA-2018-140949,17/03/2018,22/03/2018,Second Class,DB-13405,Denny Blanton,Consumer,United States,New York City,New York,10011.0,East,OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",107.44,12467.0
2457,CA-2018-140949,17/03/2018,22/03/2018,Second Class,DB-13405,Denny Blanton,Consumer,United States,New York City,New York,10011.0,East,OFF-LA-10004093,Office Supplies,Labels,Avery 486,7.31,12468.0
2458,CA-2018-140949,17/03/2018,22/03/2018,Second Class,DB-13405,Denny Blanton,Consumer,United States,New York City,New York,10011.0,East,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,59.1,12469.0
2459,CA-2018-140949,17/03/2018,22/03/2018,Second Class,DB-13405,Denny Blanton,Consumer,United States,New York City,New York,10011.0,East,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",46.53,12470.0
2460,CA-2018-138548,15/08/2018,21/08/2018,Standard Class,JG-15160,James Galang,Consumer,United States,Plainfield,New Jersey,7060.0,East,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",97.84,9520.0
2461,CA-2016-142419,11/07/2016,13/07/2016,Second Class,SC-20380,Shahid Collister,Consumer,United States,Seattle,Washington,98115.0,West,OFF-PA-10001763,Office Supplies,Paper,Xerox 1896,29.97,100576.0
2462,CA-2016-142419,11/07/2016,13/07/2016,Second Class,SC-20380,Shahid Collister,Consumer,United States,Seattle,Washington,98115.0,West,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",98.352,100577.0
2463,CA-2018-148691,03/12/2018,09/12/2018,Standard Class,CS-12460,Chuck Sachs,Consumer,United States,New York City,New York,10009.0,East,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,83.92,12472.0
2464,CA-2018-148691,03/12/2018,09/12/2018,Standard Class,CS-12460,Chuck Sachs,Consumer,United States,New York City,New York,10009.0,East,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,14.624,12473.0
2465,CA-2018-148691,03/12/2018,09/12/2018,Standard Class,CS-12460,Chuck Sachs,Consumer,United States,New York City,New York,10009.0,East,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,136.99,12474.0
2466,CA-2018-148691,03/12/2018,09/12/2018,Standard Class,CS-12460,Chuck Sachs,Consumer,United States,New York City,New York,10009.0,East,OFF-LA-10001317,Office Supplies,Labels,Avery 520,3.15,12475.0
2467,CA-2018-128755,04/05/2018,08/05/2018,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Newport News,Virginia,23602.0,South,OFF-PA-10000726,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",9.11,26069.0
2468,CA-2018-128755,04/05/2018,08/05/2018,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Newport News,Virginia,23602.0,South,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,571.44,26070.0
2469,CA-2018-128755,04/05/2018,08/05/2018,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Newport News,Virginia,23602.0,South,OFF-PA-10004983,Office Supplies,Paper,Xerox 23,32.4,26071.0
2470,CA-2018-128755,04/05/2018,08/05/2018,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Newport News,Virginia,23602.0,South,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",16.91,26072.0
2471,US-2017-135923,22/01/2017,28/01/2017,Standard Class,CM-11935,Carlos Meador,Consumer,United States,Fayetteville,North Carolina,28314.0,South,FUR-FU-10002107,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,14.272,30785.0
2472,US-2017-135923,22/01/2017,28/01/2017,Standard Class,CM-11935,Carlos Meador,Consumer,United States,Fayetteville,North Carolina,28314.0,South,FUR-BO-10002213,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",451.136,30786.0
2473,US-2017-135923,22/01/2017,28/01/2017,Standard Class,CM-11935,Carlos Meador,Consumer,United States,Fayetteville,North Carolina,28314.0,South,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,64.864,30787.0
2474,CA-2017-114972,03/11/2017,06/11/2017,First Class,PF-19225,Phillip Flathmann,Consumer,United States,Los Angeles,California,90032.0,West,FUR-CH-10001190,Furniture,Chairs,Global Deluxe High-Back Office Chair in Storm,217.584,92506.0
2475,CA-2017-114972,03/11/2017,06/11/2017,First Class,PF-19225,Phillip Flathmann,Consumer,United States,Los Angeles,California,90032.0,West,TEC-AC-10000682,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,82.95,92507.0
2476,CA-2017-114972,03/11/2017,06/11/2017,First Class,PF-19225,Phillip Flathmann,Consumer,United States,Los Angeles,California,90032.0,West,OFF-LA-10004545,Office Supplies,Labels,Avery 50,87.71,92508.0
2477,CA-2017-114972,03/11/2017,06/11/2017,First Class,PF-19225,Phillip Flathmann,Consumer,United States,Los Angeles,California,90032.0,West,OFF-AP-10003057,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,1101.48,92509.0
2478,CA-2018-102750,04/09/2018,08/09/2018,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Los Angeles,California,90036.0,West,FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,1322.352,92514.0
2479,CA-2015-145212,13/09/2015,19/09/2015,Standard Class,DC-12850,Dan Campbell,Consumer,United States,New York City,New York,10011.0,East,OFF-AR-10002833,Office Supplies,Art,Newell 322,5.46,12490.0
2480,CA-2018-141992,19/06/2018,25/06/2018,Standard Class,FO-14305,Frank Olsen,Consumer,United States,Dallas,Texas,75220.0,Central,OFF-SU-10002557,Office Supplies,Supplies,Fiskars Spring-Action Scissors,11.184,77700.0
2481,CA-2018-141992,19/06/2018,25/06/2018,Standard Class,FO-14305,Frank Olsen,Consumer,United States,Dallas,Texas,75220.0,Central,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,153.584,77701.0
2482,CA-2018-147956,24/12/2018,31/12/2018,Standard Class,AH-10210,Alan Hwang,Consumer,United States,Seattle,Washington,98105.0,West,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,1003.62,100587.0
2483,CA-2018-126067,28/08/2018,03/09/2018,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,Seattle,Washington,98105.0,West,TEC-PH-10000912,Technology,Phones,Anker 24W Portable Micro USB Car Charger,35.168,100588.0
2484,CA-2018-126067,28/08/2018,03/09/2018,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,Seattle,Washington,98105.0,West,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",1137.75,100589.0
2485,CA-2018-126067,28/08/2018,03/09/2018,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,Seattle,Washington,98105.0,West,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,99.68,100590.0
2486,CA-2018-126067,28/08/2018,03/09/2018,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,Seattle,Washington,98105.0,West,OFF-AR-10003856,Office Supplies,Art,Newell 344,5.56,100591.0
2487,CA-2016-104514,02/01/2016,04/01/2016,Second Class,CB-12535,Claudia Bergmann,Corporate,United States,Newark,Delaware,19711.0,East,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",85.52,22198.0
2488,CA-2016-104514,02/01/2016,04/01/2016,Second Class,CB-12535,Claudia Bergmann,Corporate,United States,Newark,Delaware,19711.0,East,OFF-AR-10001473,Office Supplies,Art,Newell 313,9.84,22199.0
2489,CA-2016-104514,02/01/2016,04/01/2016,Second Class,CB-12535,Claudia Bergmann,Corporate,United States,Newark,Delaware,19711.0,East,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,20.04,22200.0
2490,CA-2016-141040,09/10/2016,13/10/2016,Second Class,TB-21250,Tim Brockman,Consumer,United States,New York City,New York,10024.0,East,TEC-PH-10001835,Technology,Phones,Jawbone JAMBOX Wireless Bluetooth Speaker,631.96,12514.0
2491,CA-2016-141040,09/10/2016,13/10/2016,Second Class,TB-21250,Tim Brockman,Consumer,United States,New York City,New York,10024.0,East,OFF-PA-10002245,Office Supplies,Paper,Xerox 1895,23.92,12515.0
2492,CA-2015-113579,13/12/2015,15/12/2015,Second Class,KD-16345,Katherine Ducich,Consumer,United States,Los Angeles,California,90049.0,West,OFF-PA-10001457,Office Supplies,Paper,White GlueTop Scratch Pads,90.24,92541.0
2493,CA-2015-144624,19/11/2015,23/11/2015,Standard Class,JM-15865,John Murray,Consumer,United States,Jamestown,New York,14701.0,East,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,4548.81,17194.0
2494,CA-2017-146206,10/09/2017,14/09/2017,Second Class,KT-16480,Kean Thornton,Consumer,United States,Houston,Texas,77095.0,Central,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,300.93,79589.0
2495,CA-2017-146206,10/09/2017,14/09/2017,Second Class,KT-16480,Kean Thornton,Consumer,United States,Houston,Texas,77095.0,Central,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,719.96,79590.0
2496,CA-2015-136644,16/06/2015,22/06/2015,Standard Class,SC-20575,Sonia Cooley,Consumer,United States,Mishawaka,Indiana,46544.0,Central,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",647.84,49040.0
2497,CA-2016-122371,26/09/2016,01/10/2016,Standard Class,BS-11800,Bryan Spruell,Home Office,United States,San Diego,California,92037.0,West,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",64.17,94534.0
2498,CA-2016-122371,26/09/2016,01/10/2016,Standard Class,BS-11800,Bryan Spruell,Home Office,United States,San Diego,California,92037.0,West,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,124.46,94535.0
2499,CA-2017-126935,19/05/2017,24/05/2017,Standard Class,BT-11395,Bill Tyler,Corporate,United States,San Francisco,California,94109.0,West,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,9.584,96608.0
2500,US-2018-133781,22/06/2018,23/06/2018,First Class,DC-12850,Dan Campbell,Consumer,United States,Miami,Florida,33178.0,South,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",37.608,35678.0
2501,CA-2018-131618,17/06/2018,20/06/2018,First Class,LS-17200,Luke Schmidt,Corporate,United States,Skokie,Illinois,60076.0,Central,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",12.224,62577.0
2502,CA-2018-131618,17/06/2018,20/06/2018,First Class,LS-17200,Luke Schmidt,Corporate,United States,Skokie,Illinois,60076.0,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,2.304,62578.0
2503,CA-2018-131618,17/06/2018,20/06/2018,First Class,LS-17200,Luke Schmidt,Corporate,United States,Skokie,Illinois,60076.0,Central,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,9.36,62579.0
2504,CA-2017-149482,14/11/2017,19/11/2017,Standard Class,RR-19315,Ralph Ritter,Consumer,United States,San Francisco,California,94110.0,West,OFF-LA-10000248,Office Supplies,Labels,Avery 52,7.38,96614.0
2505,CA-2015-143917,25/07/2015,27/07/2015,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,San Francisco,California,94122.0,West,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",53.72,96627.0
2506,CA-2015-143917,25/07/2015,27/07/2015,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,San Francisco,California,94122.0,West,OFF-SU-10000151,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,8187.65,96628.0
2507,CA-2015-143917,25/07/2015,27/07/2015,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,San Francisco,California,94122.0,West,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,77.92,96629.0
2508,CA-2016-120397,02/07/2016,02/07/2016,Same Day,RB-19435,Richard Bierner,Consumer,United States,Houston,Texas,77070.0,Central,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,32.784,79578.0
2509,CA-2018-163902,02/03/2018,08/03/2018,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Los Angeles,California,90045.0,West,TEC-PH-10000675,Technology,Phones,Panasonic KX TS3282B Corded phone,196.776,92554.0
2510,CA-2018-163902,02/03/2018,08/03/2018,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Los Angeles,California,90045.0,West,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,479.94,92555.0
2511,CA-2017-136812,18/11/2017,23/11/2017,Standard Class,AW-10930,Arthur Wiediger,Home Office,United States,Oklahoma City,Oklahoma,73120.0,Central,OFF-ST-10003470,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92,75631.0
2512,CA-2016-102722,18/04/2016,19/04/2016,First Class,KW-16570,Kelly Williams,Consumer,United States,Monroe,Louisiana,71203.0,South,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,106.5,73715.0
2513,CA-2018-155089,02/12/2018,06/12/2018,Standard Class,DB-12910,Daniel Byrd,Home Office,United States,Tampa,Florida,33614.0,South,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",45.66,36127.0
2514,CA-2017-124506,11/11/2017,17/11/2017,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Chicago,Illinois,60623.0,Central,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,95.968,63137.0
2515,CA-2017-124506,11/11/2017,17/11/2017,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Chicago,Illinois,60623.0,Central,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,47.992,63138.0
2516,CA-2015-106572,05/09/2015,10/09/2015,Standard Class,NP-18700,Nora Preis,Consumer,United States,Bowling Green,Ohio,43402.0,East,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,264.32,45918.0
2517,CA-2015-128888,15/11/2015,22/11/2015,Standard Class,PB-19105,Peter Bühler,Consumer,United States,Houston,Texas,77095.0,Central,OFF-EN-10003001,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,604.656,79612.0
2518,CA-2018-123134,02/05/2018,07/05/2018,Standard Class,DW-13585,Dorothy Wardle,Corporate,United States,Westfield,New Jersey,7090.0,East,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,129.93,9608.0
2519,CA-2017-124352,15/10/2017,21/10/2017,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,Oklahoma City,Oklahoma,73120.0,Central,OFF-LA-10004559,Office Supplies,Labels,Avery 49,20.16,75639.0
2520,CA-2017-124352,15/10/2017,21/10/2017,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,Oklahoma City,Oklahoma,73120.0,Central,OFF-LA-10003223,Office Supplies,Labels,Avery 508,29.46,75640.0
2521,CA-2017-124352,15/10/2017,21/10/2017,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,Oklahoma City,Oklahoma,73120.0,Central,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,868.59,75641.0
2522,CA-2017-124352,15/10/2017,21/10/2017,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,Oklahoma City,Oklahoma,73120.0,Central,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,12.96,75642.0
2523,CA-2017-124352,15/10/2017,21/10/2017,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,Oklahoma City,Oklahoma,73120.0,Central,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,5.5,75643.0
2524,CA-2017-124352,15/10/2017,21/10/2017,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,Oklahoma City,Oklahoma,73120.0,Central,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,121.6,75644.0
2525,CA-2016-124541,06/04/2016,10/04/2016,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,Houston,Texas,77041.0,Central,OFF-AR-10004078,Office Supplies,Art,Newell 312,42.048,79566.0
2526,CA-2016-124541,06/04/2016,10/04/2016,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,Houston,Texas,77041.0,Central,TEC-AC-10002550,Technology,Accessories,Maxell 4.7GB DVD-RW 3/Pack,25.488,79567.0
2527,CA-2016-124541,06/04/2016,10/04/2016,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,Houston,Texas,77041.0,Central,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,6.9,79568.0
2528,CA-2016-124541,06/04/2016,10/04/2016,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,Houston,Texas,77041.0,Central,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",9.648,79569.0
2529,CA-2016-124541,06/04/2016,10/04/2016,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,Houston,Texas,77041.0,Central,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,7.968,79570.0
2530,CA-2015-108707,24/10/2015,29/10/2015,Standard Class,DB-12910,Daniel Byrd,Home Office,United States,Fort Lauderdale,Florida,33311.0,South,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,10.368,35841.0
2531,CA-2015-111500,17/08/2015,21/08/2015,Standard Class,DJ-13510,Don Jones,Corporate,United States,Little Rock,Arkansas,72209.0,South,OFF-PA-10000595,Office Supplies,Paper,Xerox 1929,114.2,74740.0
2532,CA-2015-111500,17/08/2015,21/08/2015,Standard Class,DJ-13510,Don Jones,Corporate,United States,Little Rock,Arkansas,72209.0,South,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,17.96,74741.0
2533,CA-2015-111500,17/08/2015,21/08/2015,Standard Class,DJ-13510,Don Jones,Corporate,United States,Little Rock,Arkansas,72209.0,South,OFF-FA-10002676,Office Supplies,Fasteners,Colored Push Pins,12.67,74742.0
2534,CA-2015-111500,17/08/2015,21/08/2015,Standard Class,DJ-13510,Don Jones,Corporate,United States,Little Rock,Arkansas,72209.0,South,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,339.96,74743.0
2535,US-2018-117723,15/08/2018,18/08/2018,Second Class,DL-13495,Dionis Lloyd,Corporate,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1801.632,21655.0
2536,CA-2016-143238,06/09/2016,08/09/2016,First Class,LO-17170,Lori Olson,Corporate,United States,La Quinta,California,92253.0,West,TEC-AC-10003499,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,46.32,94789.0
2537,CA-2016-168746,27/01/2016,29/01/2016,Second Class,SV-20365,Seth Vernon,Consumer,United States,Cleveland,Ohio,44105.0,East,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,181.986,46642.0
2538,CA-2016-168746,27/01/2016,29/01/2016,Second Class,SV-20365,Seth Vernon,Consumer,United States,Cleveland,Ohio,44105.0,East,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,431.976,46643.0
2539,CA-2016-168746,27/01/2016,29/01/2016,Second Class,SV-20365,Seth Vernon,Consumer,United States,Cleveland,Ohio,44105.0,East,TEC-PH-10002555,Technology,Phones,Nortel Meridian M5316 Digital phone,155.37,46644.0
2540,CA-2016-113404,16/07/2016,16/07/2016,Same Day,EM-13810,Eleni McCrary,Corporate,United States,San Francisco,California,94122.0,West,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,1348.704,96662.0
2541,CA-2016-113404,16/07/2016,16/07/2016,Same Day,EM-13810,Eleni McCrary,Corporate,United States,San Francisco,California,94122.0,West,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,700.152,96663.0
2542,CA-2017-144792,30/04/2017,04/05/2017,Standard Class,KD-16615,Ken Dana,Corporate,United States,Scottsdale,Arizona,85254.0,West,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,111.888,87796.0
2543,CA-2015-164385,26/09/2015,01/10/2015,Second Class,NB-18580,Nicole Brennan,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-AP-10002191,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,143.952,21677.0
2544,US-2017-114174,08/09/2017,14/09/2017,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Malden,Massachusetts,2148.0,East,FUR-BO-10003450,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish",173.94,4692.0
2545,US-2017-114174,08/09/2017,14/09/2017,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Malden,Massachusetts,2148.0,East,OFF-LA-10000248,Office Supplies,Labels,Avery 52,14.76,4693.0
2546,CA-2018-108070,16/04/2018,20/04/2018,Standard Class,JE-15745,Joel Eaton,Consumer,United States,San Jose,California,95123.0,West,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",205.92,97669.0
2547,CA-2018-108070,16/04/2018,20/04/2018,Standard Class,JE-15745,Joel Eaton,Consumer,United States,San Jose,California,95123.0,West,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,102.833,97670.0
2548,US-2016-128090,16/08/2016,22/08/2016,Standard Class,JM-15865,John Murray,Consumer,United States,Phoenix,Arizona,85023.0,West,OFF-AR-10002255,Office Supplies,Art,Newell 346,2.304,87571.0
2549,US-2016-128090,16/08/2016,22/08/2016,Standard Class,JM-15865,John Murray,Consumer,United States,Phoenix,Arizona,85023.0,West,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,1879.96,87572.0
2550,US-2016-128090,16/08/2016,22/08/2016,Standard Class,JM-15865,John Murray,Consumer,United States,Phoenix,Arizona,85023.0,West,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,313.024,87573.0
2551,US-2016-128090,16/08/2016,22/08/2016,Standard Class,JM-15865,John Murray,Consumer,United States,Phoenix,Arizona,85023.0,West,OFF-LA-10000452,Office Supplies,Labels,Avery 488,5.04,87574.0
2552,CA-2018-101042,19/11/2018,23/11/2018,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Henderson,Kentucky,42420.0,South,FUR-FU-10004665,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",821.88,44972.0
2553,CA-2018-101042,19/11/2018,23/11/2018,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Henderson,Kentucky,42420.0,South,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,21.96,44973.0
2554,CA-2017-155439,14/09/2017,18/09/2017,Standard Class,PN-18775,Parhena Norris,Home Office,United States,Columbia,South Carolina,29203.0,South,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,25.92,31757.0
2555,CA-2017-118626,15/08/2017,20/08/2017,Standard Class,JC-15775,John Castell,Consumer,United States,Tallahassee,Florida,32303.0,South,TEC-PH-10000369,Technology,Phones,HTC One Mini,705.544,34858.0
2556,CA-2016-111458,26/09/2016,30/09/2016,Standard Class,PF-19165,Philip Fox,Consumer,United States,New York City,New York,10035.0,East,TEC-AC-10001590,Technology,Accessories,Dell Slim USB Multimedia Keyboard,50.0,12591.0
2557,US-2017-126844,08/10/2017,14/10/2017,Standard Class,BW-11110,Bart Watters,Corporate,United States,Houston,Texas,77070.0,Central,FUR-FU-10004909,Furniture,Furnishings,Contemporary Wood/Metal Frame,51.712,79627.0
2558,US-2016-112508,24/03/2016,30/03/2016,Standard Class,BP-11185,Ben Peterman,Corporate,United States,Coral Springs,Florida,33065.0,South,OFF-AP-10002287,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",6.992,35623.0
2559,CA-2016-147788,31/05/2016,04/06/2016,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Orem,Utah,84057.0,West,FUR-BO-10004357,Furniture,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,1406.86,86616.0
2560,CA-2016-147788,31/05/2016,04/06/2016,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Orem,Utah,84057.0,West,OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,15.75,86617.0
